Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Nhân Sơn,427,17698,Xã Lương Sơn,40329026,"69,56521739"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Hiến Sơn,427,17701,Xã Văn Hiến,40329023,"77,72727273"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Mỹ Sơn,427,17704,Xã Thuần Trung,40329025,"85,5"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Trù Sơn,427,17707,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Đô Lương,Xã Đại Sơn,427,17710,Xã Lương Sơn,40329026,"71,25"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Thị trấn Thanh Chương,428,17713,Xã Tam Đồng,40331099,"37,5"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Cát Văn,428,17716,Xã Cát Ngạn,40331098,"76,19047619"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Nho,428,17719,Xã Tam Đồng,40331099,"52,17391304"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Hạnh Lâm,428,17722,Xã Hạnh Lâm,40331100,100
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Sơn,428,17723,Xã Sơn Lâm,40331101,"71,25"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Hòa,428,17725,Xã Hoa Quân,40331102,"57,82608696"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Phong Thịnh,428,17728,Xã Hoa Quân,40331102,48
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Phong,428,17731,Xã Tam Đồng,40331099,64
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Mỹ,428,17734,Xã Tam Đồng,40331099,"54,54545455"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Tiên,428,17737,Xã Tam Đồng,40331099,"58,33333333"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Liên,428,17743,Xã Tam Đồng,40331099,"58,33333333"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Đại Đồng,428,17749,Xã Đại Đồng,40331105,100
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Đồng,428,17752,Xã Tam Đồng,40331099,"83,33333333"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Ngọc,428,17755,Xã Tam Đồng,40331099,"58,33333333"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Hương,428,17758,Xã Tam Đồng,40331099,64
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Ngọc Lâm,428,17759,Xã Sơn Lâm,40331101,"71,25"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Lĩnh,428,17761,Xã Tam Đồng,40331099,"58,33333333"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Đồng Văn,428,17764,Xã Tam Đồng,40331099,"73,88888889"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Ngọc Sơn,428,17767,Xã Sơn Lâm,40331101,"71,25"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Thịnh,428,17770,Xã Tam Đồng,40331099,56
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh An,428,17773,Xã Tam Đồng,40331099,"63,63636364"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Chi,428,17776,Xã Tam Đồng,40331099,"52,17391304"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Xuân Tường,428,17779,Xã Xuân Lâm,40331106,"73,88888889"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Dương,428,17782,Xã Tam Đồng,40331099,64
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Lương,428,17785,Xã Tam Đồng,40331099,64
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Khê,428,17788,Xã Tam Đồng,40331099,"52,17391304"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Võ Liệt,428,17791,Xã Sơn Lâm,40331101,50
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Long,428,17794,Xã Tam Đồng,40331099,"66,66666667"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Thủy,428,17797,Xã Tam Đồng,40331099,50
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Khai,428,17800,Xã Tam Đồng,40331099,50
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Yên,428,17803,Xã Tam Đồng,40331099,"60,86956522"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Hà,428,17806,Xã Bích Hào,40331104,"63,63636364"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Giang,428,17809,Xã Tam Đồng,40331099,64
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Tùng,428,17812,Xã Tam Đồng,40331099,"66,66666667"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Lâm,428,17815,Xã Hạnh Lâm,40331100,"78,26086957"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Mai,428,17818,Xã Tam Đồng,40331099,"52,17391304"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Xuân,428,17821,Xã Xuân Lâm,40331106,"73,88888889"
Tỉnh Nghệ An,40,Huyện Thanh Chương,Xã Thanh Đức,428,17824,Xã Tam Đồng,40331099,"60,86956522"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Thị trấn Quán Hành,429,17827,Xã Thần Lĩnh,40333062,"42,75"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Văn,429,17830,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Yên,429,17833,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Tiến,429,17836,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Hưng,429,17839,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Đồng,429,17842,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Thiết,429,17845,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Lâm,429,17848,Xã Nghi Lộc,40333058,"81,81818182"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Quang,429,17851,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Kiều,429,17854,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Mỹ,429,17857,Xã Nghi Lộc,40333058,"78,23529412"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Phương,429,17860,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Thuận,429,17863,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Long,429,17866,Xã Nghi Lộc,40333058,"78,26086957"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Xá,429,17869,Xã Nghi Lộc,40333058,"78,23529412"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Hoa,429,17875,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Khánh Hợp,429,17878,Xã Thần Lĩnh,40333062,50
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Thịnh,429,17881,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Công Bắc,429,17884,Xã Hải Lộc,40333063,"85,5"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Công Nam,429,17887,Xã Hải Lộc,40333063,"85,5"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Thạch,429,17890,Xã Nghi Lộc,40333058,75
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Trung,429,17893,Xã Trung Lộc,40333061,76
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Trường,429,17896,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Diên,429,17899,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Phong,429,17902,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Xuân,429,17905,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Vạn,429,17911,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Phúc Thọ,429,17917,Xã Phúc Lộc,40333059,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nghi Lộc,Xã Nghi Thái,429,17926,Xã Nghi Lộc,40333058,"73,88888889"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Hưng,430,17932,Xã Nam Đàn,40335047,"76,19047619"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Nghĩa,430,17935,Xã Nam Đàn,40335047,"71,25"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Thanh,430,17938,Xã Nam Đàn,40335047,"72,72727273"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Anh,430,17941,Xã Nam Đàn,40335047,80
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Xuân,430,17944,Xã Nam Đàn,40335047,"76,19047619"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Thái,430,17947,Xã Nam Đàn,40335047,"71,25"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Thị trấn Nam Đàn,430,17950,Xã Nam Đàn,40335047,"85,5"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Lĩnh,430,17953,Xã Nam Đàn,40335047,"76,19047619"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Giang,430,17956,Xã Nam Đàn,40335047,"72,72727273"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Xuân Hòa,430,17959,Xã Nam Đàn,40335047,"54,28571429"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Hùng Tiến,430,17962,Xã Thiên Nhẫn,40335049,"60,8"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Thượng Tân Lộc,430,17968,Xã Vạn An,40335046,"85,5"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Kim Liên,430,17971,Xã Kim Liên,40335050,100
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Hồng Long,430,17977,Xã Vạn An,40335046,"57,14285714"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Xuân Lâm,430,17980,Xã Nam Đàn,40335047,"54,28571429"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Cát,430,17983,Xã Nam Đàn,40335047,"71,25"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Khánh Sơn,430,17986,Xã Vạn An,40335046,"57,14285714"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Trung Phúc Cường,430,17989,Xã Vạn An,40335046,"85,5"
Tỉnh Nghệ An,40,Huyện Nam Đàn,Xã Nam Kim,430,17998,Xã Nam Đàn,40335047,"71,25"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Thị trấn Hưng Nguyên,431,18001,Xã Hưng Nguyên,40337030,"83,6"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Trung,431,18004,Xã Yên Trung,40337031,80
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Yên,431,18007,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Yên Bắc,431,18008,Xã Hưng Nguyên,40337030,"68,96551724"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Tây,431,18010,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Đạo,431,18016,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Mỹ,431,18019,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Thịnh,431,18022,Xã Hưng Nguyên,40337030,"66,66666667"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Lĩnh,431,18025,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Thông,431,18028,Xã Hưng Nguyên,40337030,"66,66666667"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Tân,431,18031,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Lợi,431,18034,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Nghĩa,431,18037,Xã Hưng Nguyên,40337030,"74,07407407"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Phúc,431,18040,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Long Xá,431,18043,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Châu Nhân,431,18052,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Xuân Lam,431,18055,Xã Hưng Nguyên Nam,40337032,"85,5"
Tỉnh Nghệ An,40,Huyện Hưng Nguyên,Xã Hưng Thành,431,18064,Xã Lam Thành,40337033,76
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Xã Quỳnh Vinh,432,17104,Phường Quỳnh Mai,40339029,"55,17241379"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Xã Quỳnh Lộc,432,17107,Phường Quỳnh Mai,40339029,"55,88235294"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Phường Quỳnh Thiện,432,17110,Phường Quỳnh Mai,40339029,"82,35294118"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Xã Quỳnh Lập,432,17113,Phường Quỳnh Mai,40339029,"55,88235294"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Xã Quỳnh Trang,432,17116,Phường Quỳnh Mai,40339029,57
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Phường Mai Hùng,432,17125,Phường Hoàng Mai,40339027,"85,80645161"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Phường Quỳnh Dị,432,17128,Phường Quỳnh Mai,40339029,"84,44444444"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Phường Quỳnh Xuân,432,17131,Phường Quỳnh Mai,40339029,"81,42857143"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Phường Quỳnh Phương,432,17134,Phường Quỳnh Mai,40339029,"81,42857143"
Tỉnh Nghệ An,40,Thị xã Hoàng Mai,Xã Quỳnh Liên,432,17137,Phường Quỳnh Mai,40339029,"55,17241379"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Trần Phú,436,18070,Phường Trần Phú,40501020,100
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Nam Hà,436,18073,Phường Hà Huy Tập,40501021,"77,72727273"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Bắc Hà,436,18076,Phường Hà Huy Tập,40501021,"77,72727273"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Nguyễn Du,436,18077,Phường Hà Huy Tập,40501021,"60,60606061"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Tân Giang,436,18079,Phường Thành Sen,40501019,"68,75"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Đại Nài,436,18082,Phường Thành Sen,40501019,57
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Hà Huy Tập,436,18085,Phường Hà Huy Tập,40501021,100
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Xã Thạch Trung,436,18088,Xã Thạch Lạc,40501022,76
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Thạch Quý,436,18091,Phường Thành Sen,40501019,"68,75"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Thạch Linh,436,18094,Phường Thành Sen,40501019,"72,72727273"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Phường Văn Yên,436,18097,Phường Thành Sen,40501019,"66,66666667"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Xã Thạch Hạ,436,18100,Xã Thạch Lạc,40501022,"86,95652174"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Xã Đồng Môn,436,18103,Xã Đồng Tiến,40501023,"78,26086957"
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Xã Thạch Hưng,436,18109,Xã Thạch Lạc,40501022,76
Tỉnh Hà Tĩnh,42,Thành phố Hà Tĩnh,Xã Thạch Bình,436,18112,Xã Thạch Khê,40501024,80
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Phường Bắc Hồng,437,18115,Phường Bắc Hồng Lĩnh,40503040,95
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Phường Nam Hồng,437,18118,Phường Nam Hồng Lĩnh,40503041,95
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Phường Trung Lương,437,18121,Phường Bắc Hồng Lĩnh,40503040,"63,15789474"
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Phường Đức Thuận,437,18124,Phường Bắc Hồng Lĩnh,40503040,"55,55555556"
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Phường Đậu Liêu,437,18127,Phường Bắc Hồng Lĩnh,40503040,"54,28571429"
Tỉnh Hà Tĩnh,42,Thị xã Hồng Lĩnh,Xã Thuận Lộc,437,18130,Phường Bắc Hồng Lĩnh,40503040,"32,72727273"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Thị trấn Phố Châu,439,18133,Xã Tứ Mỹ,40509053,"32,0625"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Thị trấn  Tây Sơn,439,18136,Xã Sơn Tây,40509052,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Hồng,439,18139,Xã Sơn Hồng,40509056,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Tiến,439,18142,Xã Sơn Tiến,40509055,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Lâm,439,18145,Xã Sơn Tây,40509052,80
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Lễ,439,18148,Xã Hương Sơn,40509051,76
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Giang,439,18157,Xã Sơn Giang,40509054,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Lĩnh,439,18160,Xã Sơn Tiến,40509055,"72,72727273"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã An Hòa Thịnh,439,18163,Xã Sơn Tây,40509052,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Tây,439,18172,Xã Sơn Tây,40509052,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Ninh,439,18175,Xã Sơn Tiến,40509055,"81,81818182"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Châu,439,18178,Xã Sơn Tây,40509052,"76,19047619"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Tân Mỹ Hà,439,18181,Xã Tứ Mỹ,40509053,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Quang Diệm,439,18184,Xã Tứ Mỹ,40509053,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Trung,439,18187,Xã Tứ Mỹ,40509053,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Bằng,439,18190,Xã Sơn Hồng,40509056,"81,81818182"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Bình,439,18193,Xã Sơn Tiến,40509055,"72,72727273"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Kim 1,439,18196,Xã Sơn Kim 1,40509068,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Kim 2,439,18199,Xã Sơn Kim 2,40509069,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Trà,439,18202,Xã Sơn Tây,40509052,80
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Long,439,18205,Xã Sơn Hồng,40509056,"81,81818182"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Kim Hoa,439,18211,Xã Kim Hoa,40509057,100
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Hàm,439,18214,Xã Sơn Hồng,40509056,"76,19047619"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Phú,439,18217,Xã Hương Sơn,40509051,"71,25"
Tỉnh Hà Tĩnh,42,Huyện Hương Sơn,Xã Sơn Trường,439,18223,Xã Tứ Mỹ,40509053,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Thị trấn Đức Thọ,440,18229,Xã Đức Thọ,40507046,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Quang Vĩnh,440,18235,Xã Đức Quang,40507047,76
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Tùng Châu,440,18241,Xã Đức Thịnh,40507049,50
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Trường Sơn,440,18244,Xã Đức Đồng,40507048,"41,66666667"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Liên Minh,440,18247,Xã Đức Minh,40507050,"73,88888889"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Yên Hồ,440,18253,Xã Đức Đồng,40507048,50
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Tùng Ảnh,440,18259,Xã Đức Minh,40507050,"54,54545455"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Bùi La Nhân,440,18262,Xã Đức Quang,40507047,"46,15384615"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Thanh Bình Thịnh,440,18274,Xã Đức Thọ,40507046,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Lâm Trung Thủy,440,18277,Xã Đức Thọ,40507046,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Hòa Lạc,440,18280,Xã Đức Quang,40507047,"51,81818182"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Tân Dân,440,18283,Xã Đức Đồng,40507048,"47,61904762"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã An Dũng,440,18298,Xã Đức Đồng,40507048,"57,14285714"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Đức Đồng,440,18304,Xã Đức Đồng,40507048,100
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Đức Lạng,440,18307,Xã Đức Đồng,40507048,"81,81818182"
Tỉnh Hà Tĩnh,42,Huyện Đức Thọ,Xã Tân Hương,440,18310,Xã Đức Đồng,40507048,"52,17391304"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Thị trấn Vũ Quang,441,18313,Xã Vũ Quang,40521058,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Ân Phú,441,18316,Xã Thượng Đức,40521060,"45,45454545"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Đức Giang,441,18319,Xã Thượng Đức,40521060,"68,4"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Đức Lĩnh,441,18322,Xã Thượng Đức,40521060,"67,05882353"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Thọ Điền,441,18325,Xã Thượng Đức,40521060,"58,33333333"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Đức Hương,441,18328,Xã Thượng Đức,40521060,76
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Đức Bồng,441,18331,Xã Thượng Đức,40521060,"71,25"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Đức Liên,441,18334,Xã Thượng Đức,40521060,"67,05882353"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Hương Minh,441,18340,Xã Mai Hoa,40521059,"57,82608696"
Tỉnh Hà Tĩnh,42,Huyện Vũ Quang,Xã Quang Thọ,441,18343,Xã Vũ Quang,40521058,80
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Thị trấn Xuân An,442,18352,Xã Nghi Xuân,40505043,"47,5"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Hội,442,18355,Xã Nghi Xuân,40505043,"74,34782609"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Đan Trường,442,18358,Xã Đan Hải,40505045,"71,25"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Phổ,442,18364,Xã Nghi Xuân,40505043,"74,34782609"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Hải,442,18367,Xã Đan Hải,40505045,"76,19047619"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Giang,442,18370,Xã Nghi Xuân,40505043,70
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Thị trấn Tiên Điền,442,18373,Xã Tiên Điền,40505042,"85,5"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Yên,442,18376,Xã Nghi Xuân,40505043,"73,88888889"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Mỹ,442,18379,Xã Nghi Xuân,40505043,"78,23529412"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Thành,442,18382,Xã Nghi Xuân,40505043,70
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Viên,442,18385,Xã Nghi Xuân,40505043,"71,25"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Hồng,442,18388,Xã Nghi Xuân,40505043,"71,25"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Cỗ Đạm,442,18391,Xã Cổ Đạm,40505044,"88,88888889"
Tỉnh Hà Tĩnh,42,Huyện Nghi Xuân,Xã Xuân Liên,442,18394,Xã Nghi Xuân,40505043,"71,25"
