Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 5,855,29545,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 1,855,29548,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 2,855,29551,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 4,855,29554,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 3,855,29557,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường 8,855,29560,Phường Thanh Đức,80901008,"85,5"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường Tân Ngãi,855,29563,Phường Tân Ngãi,80901012,100
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường Tân Hòa,855,29566,Phường Tân Hạnh,80901011,"82,75862069"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường Tân Hội,855,29569,Phường Tân Hạnh,80901011,"82,75862069"
Tỉnh Vĩnh Long,86,Thành phố Vĩnh Long,Phường Trường An,855,29572,Phường Tân Hạnh,80901011,"70,96774194"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Thị trấn Long Hồ,857,29575,Xã Long Hồ,80903006,"85,5"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Đồng Phú,857,29578,Xã Phú Quới,80903007,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Bình Hòa Phước,857,29581,Xã An Bình,80903005,"85,5"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Hòa Ninh,857,29584,Xã An Bình,80903005,"57,14285714"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã An Bình,857,29587,Xã An Bình,80903005,100
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Thanh Đức,857,29590,Xã An Bình,80903005,"45,45454545"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Tân Hạnh,857,29593,Xã An Bình,80903005,"66,66666667"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Phước Hậu,857,29596,Xã Phú Quới,80903007,"60,86956522"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Long Phước,857,29599,Xã Long Hồ,80903006,"78,23529412"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Phú Đức,857,29602,Xã Phú Quới,80903007,"71,25"
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Lộc Hòa,857,29605,Xã Long Hồ,80903006,60
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Long An,857,29608,Xã Long Hồ,80903006,80
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Phú Quới,857,29611,Xã Phú Quới,80903007,100
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Thạnh Quới,857,29614,Xã Phú Quới,80903007,75
Tỉnh Vĩnh Long,86,Huyện Long Hồ,Xã Hòa Phú,857,29617,Xã Phú Quới,80903007,"71,25"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Mỹ An,858,29623,Xã Tân Long Hội,80905002,"85,5"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Mỹ Phước,858,29626,Xã Bình Phước,80905004,80
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã An Phước,858,29629,Xã Bình Phước,80905004,"83,33333333"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Nhơn Phú,858,29632,Xã Nhơn Phú,80905003,100
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Long Mỹ,858,29635,Xã Tân Long Hội,80905002,"85,5"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Hòa Tịnh,858,29638,Xã Tân Long Hội,80905002,"51,15384615"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Thị trấn Cái Nhum,858,29641,Xã Cái Nhum,80905001,"85,5"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Bình Phước,858,29644,Xã Bình Phước,80905004,100
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Chánh An,858,29647,Xã Cái Nhum,80905001,"54,54545455"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Tân An Hội,858,29650,Xã Tân Long Hội,80905002,"85,71428571"
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Tân Long,858,29653,Xã Tân Long Hội,80905002,95
Tỉnh Vĩnh Long,86,Huyện Mang Thít,Xã Tân Long Hội,858,29656,Xã Tân Long Hội,80905002,100
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Thị trấn Vũng Liêm,859,29659,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Tân Quới Trung,859,29662,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Quới Thiện,859,29665,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Quới An,859,29668,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Chánh,859,29671,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Tân An Luông,859,29674,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Thanh Bình,859,29677,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Thành Tây,859,29680,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Hiệp,859,29683,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Hiếu Phụng,859,29686,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Thành Đông,859,29689,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Thành,859,29692,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Hiếu,859,29695,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Ngãi,859,29698,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Hiếu Thuận,859,29701,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung Nghĩa,859,29704,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Trung An,859,29707,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Hiếu Nhơn,859,29710,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Hiếu Thành,859,29713,,,
Tỉnh Vĩnh Long,86,Huyện  Vũng Liêm,Xã Hiếu Nghĩa,859,29716,,,
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Thị trấn Tam Bình,860,29719,Xã Tam Bình,80909026,"85,5"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Tân Lộc,860,29722,Xã Tam Bình,80909026,"47,61904762"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Phú Thịnh,860,29725,Xã Song Phú,80909028,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Hậu Lộc,860,29728,Xã Hòa Hiệp,80909025,"47,61904762"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Hòa Thạnh,860,29731,Xã Hòa Hiệp,80909025,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Hoà Lộc,860,29734,Xã Hòa Hiệp,80909025,"47,61904762"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Phú Lộc,860,29737,Xã Song Phú,80909028,"71,25"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Song Phú,860,29740,Xã Song Phú,80909028,100
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Hòa Hiệp,860,29743,Xã Hòa Hiệp,80909025,100
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Mỹ Lộc,860,29746,Xã Ngãi Tứ,80909027,"42,10526316"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Tân Phú,860,29749,Xã Song Phú,80909028,"76,19047619"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Long Phú,860,29752,Xã Song Phú,80909028,"90,90909091"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Mỹ Thạnh Trung,860,29755,Xã Hòa Hiệp,80909025,"85,5"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Tường Lộc,860,29758,Xã Song Phú,80909028,"52,17391304"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Loan Mỹ,860,29761,Xã Song Phú,80909028,"57,14285714"
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Ngãi Tứ,860,29764,Xã Ngãi Tứ,80909027,100
Tỉnh Vĩnh Long,86,Huyện Tam Bình,Xã Bình Ninh,860,29767,Xã Tam Bình,80909026,"73,88888889"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Phường Cái Vồn,861,29770,Phường Cái Vồn,80907034,100
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Phường Thành Phước,861,29771,Phường Đông Thành,80907035,"78,62068966"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Xã Thuận An,861,29806,Phường Đông Thành,80907035,"46,63636364"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Xã Đông Thạnh,861,29809,Phường Đông Thành,80907035,"66,66666667"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Xã Đông Bình,861,29812,Phường Đông Thành,80907035,"55,17241379"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Phường Đông Thuận,861,29813,Phường Đông Thành,80907035,"88,23529412"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Xã Mỹ Hòa,861,29815,Phường Bình Minh,80907033,"28,5"
Tỉnh Vĩnh Long,86,Thị xã Bình Minh,Xã Đông Thành,861,29818,Phường Đông Thành,80907035,"82,60869565"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Thị trấn Trà Ôn,862,29821,Xã Trà Ôn,80911021,"85,5"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Xuân Hiệp,862,29824,Xã Vĩnh Xuân,80911023,70
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Nhơn Bình,862,29827,Xã Hòa Bình,80911024,"73,88888889"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Hòa Bình,862,29830,Xã Hòa Bình,80911024,100
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Thới Hòa,862,29833,Xã Hòa Bình,80911024,"69,09090909"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Trà Côn,862,29836,Xã Trà Côn,80911022,100
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Tân Mỹ,862,29839,Xã Lục Sỹ Thành,80911020,"85,5"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Hựu Thành,862,29842,Xã Lục Sỹ Thành,80911020,76
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Vĩnh Xuân,862,29845,Xã Vĩnh Xuân,80911023,100
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Thuận Thới,862,29848,Xã Lục Sỹ Thành,80911020,50
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Phú Thành,862,29851,Xã Lục Sỹ Thành,80911020,76
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Thiện Mỹ,862,29854,Xã Lục Sỹ Thành,80911020,"58,46153846"
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Lục Sỹ Thành,862,29857,Xã Lục Sỹ Thành,80911020,100
Tỉnh Vĩnh Long,86,Huyện Trà Ôn,Xã Tích Thiện,862,29860,Xã Lục Sỹ Thành,80911020,"57,14285714"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Tân Hưng,863,29773,Xã Tân Lược,80908031,"72,72727273"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Tân Thành,863,29776,Xã Tân Quới,80908030,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Thành Trung,863,29779,Xã Tân Quới,80908030,56
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Tân An Thạnh,863,29782,Xã Tân Quới,80908030,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Tân Lược,863,29785,Xã Tân Lược,80908031,100
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Nguyễn Văn Thảnh,863,29788,Xã Tân Quới,80908030,"85,5"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Thành Lợi,863,29791,Xã Tân Lược,80908031,"69,56521739"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Mỹ Thuận,863,29794,Xã Mỹ Thuận,80908032,100
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Xã Tân Bình,863,29797,Xã Tân Quới,80908030,"67,05882353"
Tỉnh Vĩnh Long,86,Huyện Bình Tân,Thị trấn Tân Quới,863,29800,Xã Tân Quới,80908030,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 11,866,29863,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 1,866,29866,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 2,866,29869,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 4,866,29872,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 3,866,29875,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường 6,866,29878,Phường Cao Lãnh,80301089,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Mỹ Ngãi,866,29881,Phường Mỹ Ngãi,80301090,"78,23529412"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Mỹ Tân,866,29884,Phường Mỹ Ngãi,80301090,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Mỹ Trà,866,29887,Phường Mỹ Ngãi,80301090,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường Mỹ Phú,866,29888,Phường Mỹ Ngãi,80301090,"77,72727273"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Tân Thuận Tây,866,29890,Phường Mỹ Trà,80301091,"27,5862069"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Phường Hoà Thuận,866,29892,Phường Cao Lãnh,80301089,"64,51612903"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Hòa An,866,29893,Phường Cao Lãnh,80301089,40
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Tân Thuận Đông,866,29896,Phường Mỹ Ngãi,80301090,"30,64516129"
Tỉnh Đồng Tháp,87,Thành phố Cao Lãnh,Xã Tịnh Thới,866,29899,Phường Cao Lãnh,80301089,"28,14814815"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường 3,867,29902,Phường Sa Đéc,80303098,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường 1,867,29905,Phường Sa Đéc,80303098,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường 4,867,29908,Phường Sa Đéc,80303098,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường 2,867,29911,Phường Sa Đéc,80303098,"85,5"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Xã Tân Khánh Đông,867,29914,Phường Sa Đéc,80303098,"31,66666667"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường Tân Quy Đông,867,29917,Phường Sa Đéc,80303098,60
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Phường An Hoà,867,29919,Phường Sa Đéc,80303098,"61,53846154"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Xã Tân Quy Tây,867,29920,Phường Sa Đéc,80303098,"22,22222222"
Tỉnh Đồng Tháp,87,Thành phố Sa Đéc,Xã Tân Phú Đông,867,29923,Phường Sa Đéc,80303098,"40,71428571"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Phường An Lộc,868,29954,Phường An Bình,80323062,"77,72727273"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Phường An Thạnh,868,29955,Phường An Bình,80323062,"82,75862069"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Xã Bình Thạnh,868,29959,Phường An Bình,80323062,"49,25925926"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Xã Tân Hội,868,29965,Phường Hồng Ngự,80323063,"34,2"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Phường An Lạc,868,29978,Phường An Bình,80323062,"77,72727273"
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Phường An Bình B,868,29986,Phường An Bình,80323062,95
Tỉnh Đồng Tháp,87,Thành phố Hồng Ngự,Phường An Bình A,868,29989,Phường An Bình,80323062,95
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Thị trấn Sa Rài,869,29926,Xã Tân Thành,80305059,"29,62962963"
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Tân Hộ Cơ,869,29929,Xã Tân Hộ Cơ,80305060,100
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Thông Bình,869,29932,Xã Tân Thành,80305059,64
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Bình Phú,869,29935,Xã An Phước,80305061,"63,63636364"
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Tân Thành A,869,29938,Xã Tân Thành,80305059,95
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Tân Thành B,869,29941,Xã Tân Thành,80305059,95
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Tân Phước,869,29944,Xã An Phước,80305061,"86,95652174"
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã Tân Công Chí,869,29947,Xã Tân Hồng,80305058,"69,23076923"
Tỉnh Đồng Tháp,87,Huyện Tân Hồng,Xã An Phước,869,29950,Xã An Phước,80305061,100
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Thường Phước 1,870,29956,Xã Thường Phước,80307065,95
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Thường Thới Hậu A,870,29962,Xã Long Khánh,80307066,"85,5"
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Thị trấn Thường Thới Tiền,870,29971,Xã Thường Phước,80307065,"85,5"
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Thường Phước 2,870,29974,Xã Thường Phước,80307065,95
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Thường Lạc,870,29977,Phường Thường Lạc,80307064,"82,60869565"
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Long Khánh A,870,29980,Xã Long Khánh,80307066,95
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Long Khánh B,870,29983,Xã Long Khánh,80307066,95
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Long Thuận,870,29992,Xã Long Phú Thuận,80307067,95
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Phú Thuận B,870,29995,Xã Long Phú Thuận,80307067,"87,69230769"
Tỉnh Đồng Tháp,87,Huyện Hồng Ngự,Xã Phú Thuận A,870,29998,Xã Long Phú Thuận,80307067,"87,69230769"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Thị trấn Tràm Chim,871,30001,Xã Tràm Chim,80309071,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Hoà Bình,871,30004,Xã An Hoà,80309068,76
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Tân Công Sính,871,30007,Xã An Hoà,80309068,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Hiệp,871,30010,Xã Phú Thọ,80309070,"71,25"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Đức,871,30013,Xã Phú Thọ,80309070,"71,25"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Thành B,871,30016,Xã An Hoà,80309068,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã An Hòa,871,30019,Xã An Hoà,80309068,"77,77777778"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã An Long,871,30022,Xã An Long,80309073,100
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Cường,871,30025,Xã Phú Cường,80309072,100
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Ninh,871,30028,Xã Phú Thọ,80309070,"76,19047619"
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Thọ,871,30031,Xã Phú Thọ,80309070,100
Tỉnh Đồng Tháp,87,Huyện Tam Nông,Xã Phú Thành A,871,30034,Xã An Hoà,80309068,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Thị trấn Mỹ An,872,30037,Xã Mỹ Quí,80313080,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Thạnh Lợi,872,30040,Xã Thanh Mỹ,80313079,"69,56521739"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Hưng Thạnh,872,30043,Xã Phương Thịnh,80313083,"78,57142857"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Trường Xuân,872,30046,Xã Trường Xuân,80313082,100
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Tân Kiều,872,30049,Xã Đốc Binh Kiều,80313081,"73,88888889"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Mỹ Hòa,872,30052,Xã Đốc Binh Kiều,80313081,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Mỹ Quý,872,30055,Xã Mỹ Quí,80313080,"88,88888889"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Mỹ Đông,872,30058,Xã Đốc Binh Kiều,80313081,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Đốc Binh Kiều,872,30061,Xã Đốc Binh Kiều,80313081,100
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Mỹ An,872,30064,Xã Tháp Mười,80313078,"85,5"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Phú Điền,872,30067,Xã Phương Thịnh,80313083,"53,84615385"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Láng Biển,872,30070,Xã Trường Xuân,80313082,"53,84615385"
Tỉnh Đồng Tháp,87,Huyện Tháp Mười,Xã Thanh Mỹ,872,30073,Xã Thanh Mỹ,80313079,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Thị trấn Mỹ Thọ,873,30076,Xã Mỹ Thọ,80315086,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Gáo Giồng,873,30079,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Phương Thịnh,873,30082,Xã Ba Sao,80315085,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Ba Sao,873,30085,Xã Ba Sao,80315085,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Phong Mỹ,873,30088,Xã Phong Mỹ,80315084,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Tân Nghĩa,873,30091,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Phương Trà,873,30094,Xã Phong Mỹ,80315084,"66,66666667"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Nhị Mỹ,873,30097,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Mỹ Thọ,873,30100,Xã Mỹ Thọ,80315086,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Tân Hội Trung,873,30103,Xã Ba Sao,80315085,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã An Bình,873,30106,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Mỹ Hội,873,30109,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Mỹ Hiệp,873,30112,Xã Mỹ Hiệp,80315088,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Mỹ Long,873,30115,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Bình Hàng Trung,873,30118,Xã Bình Hàng Trung,80315087,100
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Mỹ Xương,873,30121,Xã Bình Hàng Trung,80315087,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Bình Hàng Tây,873,30124,Xã Ba Sao,80315085,"85,5"
Tỉnh Đồng Tháp,87,Huyện Cao Lãnh,Xã Bình Thạnh,873,30127,Xã Bình Hàng Trung,80315087,"66,5"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Thị trấn Thanh Bình,874,30130,Xã Thanh Bình,80311074,"82,60869565"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Quới,874,30133,Xã Tân Thạnh,80311075,"67,05882353"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Hòa,874,30136,Xã Tân Thạnh,80311075,"71,25"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã An Phong,874,30139,Xã Tân Long,80311077,"72,72727273"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Phú Lợi,874,30142,Xã Tân Long,80311077,"47,61904762"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Mỹ,874,30145,Xã Tân Thạnh,80311075,76
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Bình Tấn,874,30148,Xã Bình Thành,80311076,"83,33333333"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Huề,874,30151,Xã Tân Thạnh,80311075,"71,25"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Bình,874,30154,Xã Thanh Bình,80311074,"83,33333333"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Thạnh,874,30157,Xã Tân Thạnh,80311075,100
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Phú,874,30160,Xã Tân Thạnh,80311075,"72,72727273"
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Bình Thành,874,30163,Xã Bình Thành,80311076,100
Tỉnh Đồng Tháp,87,Huyện Thanh Bình,Xã Tân Long,874,30166,Xã Tân Long,80311077,100
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Thị trấn Lấp Vò,875,30169,Xã Lấp Vò,80317094,"85,5"
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Mỹ An Hưng A,875,30172,Xã Mỹ An Hưng,80317092,95
Tỉnh Đồng Tháp,87,Huyện Lấp Vò,Xã Tân Mỹ,875,30175,Xã Tân Khánh Trung,80317093,"85,5"
